date,month,rainfall_24h,rainfall_3d,rainfall_7d,elevation,river_flow,discharge_next
2017-04-30,4,0.0,0.0,0.0,561.0,6.74,6.74
2017-05-01,5,0.0,0.0,0.0,561.0,6.74,6.74
2017-05-02,5,0.0,0.0,0.0,561.0,6.74,6.78
2017-05-03,5,0.3,0.3,0.3,561.0,6.78,6.85
2017-05-04,5,0.0,0.3,0.3,561.0,6.85,6.87
2017-05-05,5,0.0,0.3,0.3,561.0,6.87,7.81
2017-05-06,5,0.3,0.3,0.6,561.0,7.81,8.35
2017-05-07,5,3.1,3.4,3.7,561.0,8.35,7.97
2017-05-08,5,0.1,3.5,3.8,561.0,7.97,7.57
2017-05-09,5,0.1,3.3,3.9,561.0,7.57,7.24
2017-05-10,5,0.0,0.2,3.6,561.0,7.24,7.09
2017-05-11,5,0.0,0.1,3.6,561.0,7.09,7.0
2017-05-12,5,0.3,0.3,3.9,561.0,7.0,6.96
2017-05-13,5,0.3,0.6,3.9,561.0,6.96,7.18
2017-05-14,5,0.9,1.5,1.7,561.0,7.18,7.22
2017-05-15,5,0.6,1.8,2.2,561.0,7.22,7.05
2017-05-16,5,0.5,2.0,2.6,561.0,7.05,6.96
2017-05-17,5,1.2,2.3,3.8,561.0,6.96,6.85
2017-05-18,5,0.0,1.7,3.8,561.0,6.85,6.85
2017-05-19,5,0.5,1.7,4.0,561.0,6.85,6.82
2017-05-20,5,0.0,0.5,3.7,561.0,6.82,6.74
2017-05-21,5,0.0,0.5,2.8,561.0,6.74,6.73
2017-05-22,5,0.1,0.1,2.3,561.0,6.73,6.69
2017-05-23,5,0.3,0.4,2.1,561.0,6.69,6.69
2017-05-24,5,0.0,0.4,0.9,561.0,6.69,6.66
2017-05-25,5,1.7,2.0,2.6,561.0,6.66,6.66
2017-05-26,5,1.7,3.4,3.8,561.0,6.66,6.66
2017-05-27,5,0.0,3.4,3.8,561.0,6.66,6.62
2017-05-28,5,0.0,1.7,3.8,561.0,6.62,6.66
2017-05-29,5,0.0,0.0,3.7,561.0,6.66,8.38
2017-05-30,5,1.7,1.7,5.1,561.0,8.38,9.67
2017-05-31,5,1.7,3.4,6.8,561.0,9.67,10.94
2017-06-01,6,6.9,10.3,12.0,561.0,10.94,27.31
2017-06-02,6,20.2,28.8,30.5,561.0,27.31,28.44
2017-06-03,6,11.7,38.8,42.2,561.0,28.44,20.98
2017-06-04,6,1.4,33.3,43.6,561.0,20.98,23.49
2017-06-05,6,2.1,15.2,45.7,561.0,23.49,19.28
2017-06-06,6,1.7,5.2,45.7,561.0,19.28,14.21
2017-06-07,6,1.9,5.7,45.9,561.0,14.21,12.74
2017-06-08,6,5.5,9.1,44.5,561.0,12.74,17.16
2017-06-09,6,0.6,8.0,24.9,561.0,17.16,23.66
2017-06-10,6,35.9,42.0,49.1,561.0,23.66,31.51
2017-06-11,6,3.9,40.4,51.6,561.0,31.51,60.09
2017-06-12,6,29.0,68.8,78.5,561.0,60.09,45.13
2017-06-13,6,4.7,37.6,81.5,561.0,45.13,27.18
2017-06-14,6,4.2,37.9,83.8,561.0,27.18,24.06
2017-06-15,6,6.6,15.5,84.9,561.0,24.06,22.01
2017-06-16,6,2.1,12.9,86.4,561.0,22.01,17.45
2017-06-17,6,1.9,10.6,52.4,561.0,17.45,13.72
2017-06-18,6,0.7,4.7,49.2,561.0,13.72,11.56
2017-06-19,6,1.7,4.3,21.9,561.0,11.56,9.96
2017-06-20,6,1.0,3.4,18.2,561.0,9.96,9.33
2017-06-21,6,0.9,3.6,14.9,561.0,9.33,9.33
2017-06-22,6,0.3,2.2,8.6,561.0,9.33,10.59
2017-06-23,6,1.4,2.6,7.9,561.0,10.59,13.09
2017-06-24,6,3.1,4.8,9.1,561.0,13.09,17.71
2017-06-25,6,2.5,7.0,10.9,561.0,17.71,30.7
2017-06-26,6,3.5,9.1,12.7,561.0,30.7,53.58
2017-06-27,6,6.5,12.5,18.2,561.0,53.58,86.1
2017-06-28,6,10.5,20.5,27.8,561.0,86.1,117.58
2017-06-29,6,14.0,31.0,41.5,561.0,117.58,152.82
2017-06-30,6,5.2,29.7,45.3,561.0,152.82,159.32
2017-07-01,7,6.8,26.0,49.0,561.0,159.32,157.12
2017-07-02,7,5.7,17.7,52.2,561.0,157.12,135.77
2017-07-03,7,3.7,16.2,52.4,561.0,135.77,101.09
2017-07-04,7,2.2,11.6,48.1,561.0,101.09,85.7
2017-07-05,7,1.9,7.8,39.5,561.0,85.7,72.11
2017-07-06,7,1.6,5.7,27.1,561.0,72.11,50.4
2017-07-07,7,1.1,4.6,23.0,561.0,50.4,37.02
2017-07-08,7,0.6,3.3,16.8,561.0,37.02,26.86
2017-07-09,7,0.8,2.5,11.9,561.0,26.86,16.99
2017-07-10,7,0.3,1.7,8.5,561.0,16.99,15.22
2017-07-11,7,1.7,2.8,8.0,561.0,15.22,25.67
2017-07-12,7,1.0,3.0,7.1,561.0,25.67,54.21
2017-07-13,7,3.4,6.1,8.9,561.0,54.21,89.36
2017-07-14,7,4.8,9.2,12.6,561.0,89.36,169.61
2017-07-15,7,5.4,13.6,17.4,561.0,169.61,268.77
2017-07-16,7,8.0,18.2,24.6,561.0,268.77,354.63
2017-07-17,7,16.4,29.8,40.7,561.0,354.63,649.13
2017-07-18,7,12.7,37.1,51.7,561.0,649.13,873.98
2017-07-19,7,9.8,38.9,60.5,561.0,873.98,1087.93
2017-07-20,7,23.6,46.1,80.7,561.0,1087.93,962.83
2017-07-21,7,6.9,40.3,82.8,561.0,962.83,771.68
2017-07-22,7,4.6,35.1,82.0,561.0,771.68,625.61
2017-07-23,7,10.9,22.4,84.9,561.0,625.61,543.5
2017-07-24,7,4.0,19.5,72.5,561.0,543.5,414.91
2017-07-25,7,3.1,18.0,62.9,561.0,414.91,228.61
2017-07-26,7,1.5,8.6,54.6,561.0,228.61,180.55
2017-07-27,7,3.5,8.1,34.5,561.0,180.55,208.41
2017-07-28,7,4.6,9.6,32.2,561.0,208.41,196.24
2017-07-29,7,1.1,9.2,28.7,561.0,196.24,144.21
2017-07-30,7,0.8,6.5,18.6,561.0,144.21,93.19
2017-07-31,7,1.4,3.3,16.0,561.0,93.19,65.22
2017-08-01,8,0.6,2.8,13.5,561.0,65.22,60.38
2017-08-02,8,1.0,3.0,13.0,561.0,60.38,81.79
2017-08-03,8,1.1,2.7,10.6,561.0,81.79,114.08
2017-08-04,8,0.2,2.3,6.2,561.0,114.08,88.33
2017-08-05,8,1.3,2.6,6.4,561.0,88.33,49.82
2017-08-06,8,0.6,2.1,6.2,561.0,49.82,29.83
2017-08-07,8,0.8,2.7,5.6,561.0,29.83,23.49
2017-08-08,8,1.3,2.7,6.3,561.0,23.49,27.44
2017-08-09,8,1.9,4.0,7.2,561.0,27.44,53.33
2017-08-10,8,1.7,4.9,7.8,561.0,53.33,58.43
2017-08-11,8,0.6,4.2,8.2,561.0,58.43,42.65
2017-08-12,8,0.6,2.9,7.5,561.0,42.65,39.74
2017-08-13,8,0.8,2.0,7.7,561.0,39.74,41.66
2017-08-14,8,0.8,2.2,7.7,561.0,41.66,58.02
2017-08-15,8,0.8,2.4,7.2,561.0,58.02,57.75
2017-08-16,8,0.8,2.4,6.1,561.0,57.75,34.24
2017-08-17,8,2.5,4.1,6.9,561.0,34.24,22.99
2017-08-18,8,2.0,5.3,8.3,561.0,22.99,66.61
2017-08-19,8,19.6,24.1,27.3,561.0,66.61,345.74
2017-08-20,8,85.4,107.0,111.9,561.0,345.74,653.64
2017-08-21,8,5.0,110.0,116.1,561.0,653.64,265.69
2017-08-22,8,0.6,91.0,115.9,561.0,265.69,83.14
2017-08-23,8,1.6,7.2,116.7,561.0,83.14,45.67
2017-08-24,8,0.9,3.1,115.1,561.0,45.67,50.88
2017-08-25,8,13.2,15.7,126.3,561.0,50.88,136.4
2017-08-26,8,3.3,17.4,110.0,561.0,136.4,162.68
2017-08-27,8,3.7,20.2,28.3,561.0,162.68,231.27
2017-08-28,8,23.2,30.2,46.5,561.0,231.27,464.59
2017-08-29,8,6.3,33.2,52.2,561.0,464.59,703.69
2017-08-30,8,8.6,38.1,59.2,561.0,703.69,371.39
2017-08-31,8,0.4,15.3,58.7,561.0,371.39,129.32
2017-09-01,9,0.6,9.6,46.1,561.0,129.32,57.21
2017-09-02,9,1.1,2.1,43.9,561.0,57.21,33.28
2017-09-03,9,1.7,3.4,41.9,561.0,33.28,25.61
2017-09-04,9,0.0,2.8,18.7,561.0,25.61,20.13
2017-09-05,9,0.0,1.7,12.4,561.0,20.13,14.31
2017-09-06,9,0.0,0.0,3.8,561.0,14.31,14.81
2017-09-07,9,5.1,5.1,8.5,561.0,14.81,27.51
2017-09-08,9,15.5,20.6,23.4,561.0,27.51,75.21
2017-09-09,9,6.3,26.9,28.6,561.0,75.21,108.9
2017-09-10,9,4.1,25.9,31.0,561.0,108.9,79.17
2017-09-11,9,2.3,12.7,33.3,561.0,79.17,109.92
2017-09-12,9,1.9,8.3,35.2,561.0,109.92,126.94
2017-09-13,9,9.4,13.6,44.6,561.0,126.94,126.64
2017-09-14,9,8.5,19.8,48.0,561.0,126.64,69.96
2017-09-15,9,4.0,21.9,36.5,561.0,69.96,59.39
2017-09-16,9,3.4,15.9,33.6,561.0,59.39,56.28
2017-09-17,9,1.1,8.5,30.6,561.0,56.28,57.08
2017-09-18,9,5.8,10.3,34.1,561.0,57.08,1031.76
2017-09-19,9,114.3,121.2,146.5,561.0,1031.76,2702.96
2017-09-20,9,59.3,179.4,196.4,561.0,2702.96,1495.24
2017-09-21,9,6.6,180.2,194.5,561.0,1495.24,586.49
2017-09-22,9,0.0,65.9,190.5,561.0,586.49,207.93
2017-09-23,9,0.8,7.4,187.9,561.0,207.93,79.91
2017-09-24,9,4.0,4.8,190.8,561.0,79.91,73.3
2017-09-25,9,2.8,7.6,187.8,561.0,73.3,60.94
2017-09-26,9,0.4,7.2,73.9,561.0,60.94,42.25
2017-09-27,9,4.8,8.0,19.4,561.0,42.25,59.67
2017-09-28,9,1.1,6.3,13.9,561.0,59.67,63.86
2017-09-29,9,4.4,10.3,18.3,561.0,63.86,90.62
2017-09-30,9,2.8,8.3,20.3,561.0,90.62,90.2
2017-10-01,10,0.7,7.9,17.0,561.0,90.2,60.66
2017-10-02,10,0.2,3.7,14.4,561.0,60.66,33.04
2017-10-03,10,0.1,1.0,14.1,561.0,33.04,22.44
2017-10-04,10,0.0,0.3,9.3,561.0,22.44,16.1
2017-10-05,10,0.0,0.1,8.2,561.0,16.1,26.29
2017-10-06,10,5.2,5.2,9.0,561.0,26.29,127.23
2017-10-07,10,18.3,23.5,24.5,561.0,127.23,317.42
2017-10-08,10,6.1,29.6,29.9,561.0,317.42,421.67
2017-10-09,10,13.8,38.2,43.5,561.0,421.67,453.99
2017-10-10,10,10.2,30.1,53.6,561.0,453.99,294.12
2017-10-11,10,8.8,32.8,62.4,561.0,294.12,178.89
2017-10-12,10,2.8,21.8,65.2,561.0,178.89,132.05
2017-10-13,10,12.6,24.2,72.6,561.0,132.05,297.54
2017-10-14,10,11.9,27.3,66.2,561.0,297.54,298.23
2017-10-15,10,8.0,32.5,68.1,561.0,298.23,205.54
2017-10-16,10,1.3,21.2,55.6,561.0,205.54,85.7
2017-10-17,10,0.4,9.7,45.8,561.0,85.7,29.76
2017-10-18,10,0.0,1.7,37.0,561.0,29.76,17.88
2017-10-19,10,0.0,0.4,34.2,561.0,17.88,13.76
2017-10-20,10,0.0,0.0,21.6,561.0,13.76,12.12
2017-10-21,10,0.5,0.5,10.2,561.0,12.12,13.42
2017-10-22,10,1.3,1.8,3.5,561.0,13.42,15.14
2017-10-23,10,0.0,1.8,2.2,561.0,15.14,15.48
2017-10-24,10,0.0,1.3,1.8,561.0,15.48,12.21
2017-10-25,10,0.0,0.0,1.8,561.0,12.21,10.83
2017-10-26,10,0.0,0.0,1.8,561.0,10.83,10.48
2017-10-27,10,0.2,0.2,2.0,561.0,10.48,10.32
2017-10-28,10,0.0,0.2,1.5,561.0,10.32,10.14
2017-10-29,10,0.0,0.2,0.2,561.0,10.14,9.94
2017-10-30,10,0.0,0.0,0.2,561.0,9.94,9.72
2017-10-31,10,0.0,0.0,0.2,561.0,9.72,9.3
2017-11-01,11,0.0,0.0,0.2,561.0,9.3,9.14
2017-11-02,11,0.0,0.0,0.2,561.0,9.14,9.05
2017-11-03,11,0.0,0.0,0.0,561.0,9.05,8.95
2017-11-04,11,0.0,0.0,0.0,561.0,8.95,9.02
2017-11-05,11,0.0,0.0,0.0,561.0,9.02,9.19
2017-11-06,11,0.0,0.0,0.0,561.0,9.19,9.21
2017-11-07,11,0.0,0.0,0.0,561.0,9.21,9.21
2017-11-08,11,0.0,0.0,0.0,561.0,9.21,9.19
2017-11-09,11,0.0,0.0,0.0,561.0,9.19,9.19
2017-11-10,11,0.0,0.0,0.0,561.0,9.19,9.21
2017-11-11,11,0.0,0.0,0.0,561.0,9.21,9.21
2017-11-12,11,0.0,0.0,0.0,561.0,9.21,9.21
2017-11-13,11,0.0,0.0,0.0,561.0,9.21,9.19
2017-11-14,11,0.0,0.0,0.0,561.0,9.19,9.02
2017-11-15,11,0.0,0.0,0.0,561.0,9.02,8.79
2017-11-16,11,0.0,0.0,0.0,561.0,8.79,8.75
2017-11-17,11,0.0,0.0,0.0,561.0,8.75,8.77
2017-11-18,11,0.0,0.0,0.0,561.0,8.77,8.73
2017-11-19,11,0.0,0.0,0.0,561.0,8.73,11.05
2017-11-20,11,0.0,0.0,0.0,561.0,11.05,14.38
2017-11-21,11,1.1,1.1,1.1,561.0,14.38,13.39
2017-11-22,11,0.6,1.7,1.7,561.0,13.39,11.59
2017-11-23,11,0.0,1.7,1.7,561.0,11.59,10.46
2017-11-24,11,0.0,0.6,1.7,561.0,10.46,9.79
2017-11-25,11,0.0,0.0,1.7,561.0,9.79,9.4
2017-11-26,11,0.0,0.0,1.7,561.0,9.4,9.16
2017-11-27,11,0.0,0.0,1.7,561.0,9.16,8.98
2017-11-28,11,0.0,0.0,0.6,561.0,8.98,8.86
2017-11-29,11,0.0,0.0,0.0,561.0,8.86,8.77
2017-11-30,11,0.0,0.0,0.0,561.0,8.77,8.46
2017-12-01,12,0.0,0.0,0.0,561.0,8.46,8.29
2017-12-02,12,0.0,0.0,0.0,561.0,8.29,8.2
2017-12-03,12,0.0,0.0,0.0,561.0,8.2,8.14
2017-12-04,12,0.9,0.9,0.9,561.0,8.14,9.5
2017-12-05,12,5.3,6.2,6.2,561.0,9.5,9.99
2017-12-06,12,0.4,6.6,6.6,561.0,9.99,9.72
2017-12-07,12,0.0,5.7,6.6,561.0,9.72,9.26
2017-12-08,12,0.3,0.7,6.9,561.0,9.26,8.89
2017-12-09,12,0.0,0.3,6.9,561.0,8.89,8.59
2017-12-10,12,0.0,0.3,6.9,561.0,8.59,8.42
2017-12-11,12,0.0,0.0,6.0,561.0,8.42,8.35
2017-12-12,12,0.0,0.0,0.7,561.0,8.35,8.29
2017-12-13,12,0.0,0.0,0.3,561.0,8.29,8.23
2017-12-14,12,0.0,0.0,0.3,561.0,8.23,8.14
2017-12-15,12,0.0,0.0,0.0,561.0,8.14,8.08
2017-12-16,12,0.0,0.0,0.0,561.0,8.08,8.04
2017-12-17,12,0.0,0.0,0.0,561.0,8.04,8.04
2017-12-18,12,0.0,0.0,0.0,561.0,8.04,8.04
2017-12-19,12,0.0,0.0,0.0,561.0,8.04,8.02
2017-12-20,12,0.0,0.0,0.0,561.0,8.02,7.95
2017-12-21,12,0.0,0.0,0.0,561.0,7.95,7.87
2017-12-22,12,0.0,0.0,0.0,561.0,7.87,7.85
2017-12-23,12,0.0,0.0,0.0,561.0,7.85,7.83
2017-12-24,12,0.0,0.0,0.0,561.0,7.83,7.79
2017-12-25,12,0.0,0.0,0.0,561.0,7.79,7.75
2017-12-26,12,0.0,0.0,0.0,561.0,7.75,7.73
2017-12-27,12,0.0,0.0,0.0,561.0,7.73,7.71
2017-12-28,12,0.0,0.0,0.0,561.0,7.71,7.71
2017-12-29,12,0.0,0.0,0.0,561.0,7.71,7.67
2017-12-30,12,0.0,0.0,0.0,561.0,7.67,7.63
2017-12-31,12,0.0,0.0,0.0,561.0,7.63,7.65
2018-01-01,1,0.0,0.0,0.0,561.0,7.65,7.65
2018-01-02,1,0.0,0.0,0.0,561.0,7.65,7.59
2018-01-03,1,0.0,0.0,0.0,561.0,7.59,7.53
2018-01-04,1,0.0,0.0,0.0,561.0,7.53,7.51
2018-01-05,1,0.0,0.0,0.0,561.0,7.51,7.53
2018-01-06,1,0.0,0.0,0.0,561.0,7.53,7.53
2018-01-07,1,0.0,0.0,0.0,561.0,7.53,7.49
2018-01-08,1,0.0,0.0,0.0,561.0,7.49,7.41
2018-01-09,1,0.0,0.0,0.0,561.0,7.41,7.34
2018-01-10,1,0.0,0.0,0.0,561.0,7.34,7.28
2018-01-11,1,0.0,0.0,0.0,561.0,7.28,7.28
2018-01-12,1,0.0,0.0,0.0,561.0,7.28,7.34
2018-01-13,1,0.1,0.1,0.1,561.0,7.34,7.39
2018-01-14,1,0.0,0.1,0.1,561.0,7.39,7.39
2018-01-15,1,0.0,0.1,0.1,561.0,7.39,7.34
2018-01-16,1,0.0,0.0,0.1,561.0,7.34,7.24
2018-01-17,1,0.0,0.0,0.1,561.0,7.24,7.17
2018-01-18,1,0.0,0.0,0.1,561.0,7.17,7.17
2018-01-19,1,0.0,0.0,0.1,561.0,7.17,7.15
2018-01-20,1,0.0,0.0,0.0,561.0,7.15,7.11
2018-01-21,1,0.0,0.0,0.0,561.0,7.11,7.13
2018-01-22,1,0.0,0.0,0.0,561.0,7.13,7.15
2018-01-23,1,0.0,0.0,0.0,561.0,7.15,7.15
2018-01-24,1,0.0,0.0,0.0,561.0,7.15,7.13
2018-01-25,1,0.0,0.0,0.0,561.0,7.13,7.05
2018-01-26,1,0.0,0.0,0.0,561.0,7.05,7.0
2018-01-27,1,0.0,0.0,0.0,561.0,7.0,7.0
2018-01-28,1,0.0,0.0,0.0,561.0,7.0,7.0
2018-01-29,1,0.0,0.0,0.0,561.0,7.0,6.94
2018-01-30,1,0.0,0.0,0.0,561.0,6.94,6.85
2018-01-31,1,0.0,0.0,0.0,561.0,6.85,7.47
2018-02-01,2,0.0,0.0,0.0,561.0,7.47,7.69
2018-02-02,2,0.0,0.0,0.0,561.0,7.69,7.69
2018-02-03,2,0.0,0.0,0.0,561.0,7.69,7.65
2018-02-04,2,0.0,0.0,0.0,561.0,7.65,7.59
2018-02-05,2,0.0,0.0,0.0,561.0,7.59,7.57
2018-02-06,2,0.0,0.0,0.0,561.0,7.57,7.71
2018-02-07,2,0.0,0.0,0.0,561.0,7.71,7.71
2018-02-08,2,0.0,0.0,0.0,561.0,7.71,7.49
2018-02-09,2,0.0,0.0,0.0,561.0,7.49,7.41
2018-02-10,2,0.0,0.0,0.0,561.0,7.41,7.43
2018-02-11,2,0.7,0.7,0.7,561.0,7.43,7.43
2018-02-12,2,0.0,0.7,0.7,561.0,7.43,7.47
2018-02-13,2,0.0,0.7,0.7,561.0,7.47,7.47
2018-02-14,2,0.0,0.0,0.7,561.0,7.47,7.43
2018-02-15,2,0.0,0.0,0.7,561.0,7.43,7.38
2018-02-16,2,0.0,0.0,0.7,561.0,7.38,7.34
2018-02-17,2,0.0,0.0,0.7,561.0,7.34,7.28
2018-02-18,2,0.0,0.0,0.0,561.0,7.28,7.24
2018-02-19,2,0.0,0.0,0.0,561.0,7.24,7.24
2018-02-20,2,0.0,0.0,0.0,561.0,7.24,7.24
2018-02-21,2,0.0,0.0,0.0,561.0,7.24,7.32
2018-02-22,2,0.0,0.0,0.0,561.0,7.32,7.32
2018-02-23,2,0.0,0.0,0.0,561.0,7.32,7.18
2018-02-24,2,0.0,0.0,0.0,561.0,7.18,7.09
2018-02-25,2,0.0,0.0,0.0,561.0,7.09,7.04
2018-02-26,2,0.0,0.0,0.0,561.0,7.04,7.04
2018-02-27,2,0.0,0.0,0.0,561.0,7.04,7.05
2018-02-28,2,0.0,0.0,0.0,561.0,7.05,7.04
2018-03-01,3,0.0,0.0,0.0,561.0,7.04,7.04
2018-03-02,3,0.0,0.0,0.0,561.0,7.04,7.04
2018-03-03,3,0.0,0.0,0.0,561.0,7.04,7.09
2018-03-04,3,0.0,0.0,0.0,561.0,7.09,7.09
2018-03-05,3,0.0,0.0,0.0,561.0,7.09,6.96
2018-03-06,3,0.0,0.0,0.0,561.0,6.96,6.94
2018-03-07,3,0.0,0.0,0.0,561.0,6.94,6.96
2018-03-08,3,0.0,0.0,0.0,561.0,6.96,6.96
2018-03-09,3,0.0,0.0,0.0,561.0,6.96,6.96
2018-03-10,3,0.0,0.0,0.0,561.0,6.96,6.87
2018-03-11,3,0.0,0.0,0.0,561.0,6.87,6.78
2018-03-12,3,0.0,0.0,0.0,561.0,6.78,6.78
2018-03-13,3,0.0,0.0,0.0,561.0,6.78,6.85
2018-03-14,3,0.0,0.0,0.0,561.0,6.85,7.0
2018-03-15,3,0.0,0.0,0.0,561.0,7.0,7.22
2018-03-16,3,1.8,1.8,1.8,561.0,7.22,7.22
2018-03-17,3,0.0,1.8,1.8,561.0,7.22,7.13
2018-03-18,3,0.0,1.8,1.8,561.0,7.13,7.05
2018-03-19,3,0.1,0.1,1.9,561.0,7.05,6.96
2018-03-20,3,0.0,0.1,1.9,561.0,6.96,6.91
2018-03-21,3,0.0,0.1,1.9,561.0,6.91,6.85
2018-03-22,3,0.0,0.0,1.9,561.0,6.85,6.82
2018-03-23,3,0.0,0.0,0.1,561.0,6.82,6.74
2018-03-24,3,0.0,0.0,0.1,561.0,6.74,6.73
2018-03-25,3,0.0,0.0,0.1,561.0,6.73,6.69
2018-03-26,3,0.0,0.0,0.0,561.0,6.69,6.69
2018-03-27,3,0.0,0.0,0.0,561.0,6.69,6.69
2018-03-28,3,0.0,0.0,0.0,561.0,6.69,6.62
2018-03-29,3,0.0,0.0,0.0,561.0,6.62,6.59
2018-03-30,3,0.0,0.0,0.0,561.0,6.59,6.62
2018-03-31,3,0.0,0.0,0.0,561.0,6.62,7.0
2018-04-01,4,0.0,0.0,0.0,561.0,7.0,7.15
2018-04-02,4,0.0,0.0,0.0,561.0,7.15,7.15
2018-04-03,4,0.0,0.0,0.0,561.0,7.15,7.18
2018-04-04,4,0.0,0.0,0.0,561.0,7.18,7.22
2018-04-05,4,0.0,0.0,0.0,561.0,7.22,7.28
2018-04-06,4,0.0,0.0,0.0,561.0,7.28,7.53
2018-04-07,4,2.0,2.0,2.0,561.0,7.53,7.97
2018-04-08,4,1.6,3.6,3.6,561.0,7.97,7.85
2018-04-09,4,0.0,3.6,3.6,561.0,7.85,7.71
2018-04-10,4,0.0,1.6,3.6,561.0,7.71,7.63
2018-04-11,4,0.0,0.0,3.6,561.0,7.63,7.53
2018-04-12,4,0.0,0.0,3.6,561.0,7.53,7.38
2018-04-13,4,0.0,0.0,3.6,561.0,7.38,7.28
2018-04-14,4,0.0,0.0,1.6,561.0,7.28,7.28
2018-04-15,4,0.1,0.1,0.1,561.0,7.28,7.24
2018-04-16,4,0.0,0.1,0.1,561.0,7.24,8.1
2018-04-17,4,3.2,3.3,3.3,561.0,8.1,9.52
2018-04-18,4,2.4,5.6,5.7,561.0,9.52,9.12
2018-04-19,4,0.0,5.6,5.7,561.0,9.12,8.35
2018-04-20,4,0.0,2.4,5.7,561.0,8.35,7.85
2018-04-21,4,0.0,0.0,5.7,561.0,7.85,7.57
2018-04-22,4,0.0,0.0,5.6,561.0,7.57,7.41
2018-04-23,4,0.0,0.0,5.6,561.0,7.41,7.28
2018-04-24,4,0.0,0.0,2.4,561.0,7.28,7.22
2018-04-25,4,0.0,0.0,0.0,561.0,7.22,7.15
2018-04-26,4,0.0,0.0,0.0,561.0,7.15,7.13
2018-04-27,4,0.0,0.0,0.0,561.0,7.13,7.15
2018-04-28,4,0.0,0.0,0.0,561.0,7.15,7.05
2018-04-29,4,0.0,0.0,0.0,561.0,7.05,7.0
2018-04-30,4,0.0,0.0,0.0,561.0,7.0,7.04
2018-05-01,5,0.0,0.0,0.0,561.0,7.04,7.05
2018-05-02,5,0.0,0.0,0.0,561.0,7.05,7.05
2018-05-03,5,0.0,0.0,0.0,561.0,7.05,7.09
2018-05-04,5,0.0,0.0,0.0,561.0,7.09,7.05
2018-05-05,5,0.0,0.0,0.0,561.0,7.05,7.09
2018-05-06,5,0.0,0.0,0.0,561.0,7.09,7.05
2018-05-07,5,0.0,0.0,0.0,561.0,7.05,7.0
2018-05-08,5,0.0,0.0,0.0,561.0,7.0,6.94
2018-05-09,5,0.0,0.0,0.0,561.0,6.94,6.91
2018-05-10,5,0.0,0.0,0.0,561.0,6.91,6.96
2018-05-11,5,0.9,0.9,0.9,561.0,6.96,7.0
2018-05-12,5,0.7,1.6,1.6,561.0,7.0,7.09
2018-05-13,5,0.1,1.7,1.7,561.0,7.09,7.13
2018-05-14,5,0.6,1.4,2.3,561.0,7.13,7.13
2018-05-15,5,0.1,0.8,2.4,561.0,7.13,7.09
2018-05-16,5,0.6,1.3,3.0,561.0,7.09,7.15
2018-05-17,5,0.0,0.7,3.0,561.0,7.15,7.34
2018-05-18,5,2.9,3.5,5.0,561.0,7.34,7.32
2018-05-19,5,0.9,3.8,5.2,561.0,7.32,7.15
2018-05-20,5,0.0,3.8,5.1,561.0,7.15,7.09
2018-05-21,5,0.4,1.3,4.9,561.0,7.09,7.0
2018-05-22,5,0.0,0.4,4.8,561.0,7.0,6.94
2018-05-23,5,0.0,0.4,4.2,561.0,6.94,6.91
2018-05-24,5,1.9,1.9,6.1,561.0,6.91,6.87
2018-05-25,5,0.0,1.9,3.2,561.0,6.87,6.78
2018-05-26,5,2.2,4.1,4.5,561.0,6.78,7.53
2018-05-27,5,2.1,4.3,6.6,561.0,7.53,7.57
2018-05-28,5,1.4,5.7,7.6,561.0,7.57,7.34
2018-05-29,5,0.0,3.5,7.6,561.0,7.34,7.24
2018-05-30,5,0.0,1.4,7.6,561.0,7.24,7.18
2018-05-31,5,1.3,1.3,7.0,561.0,7.18,16.42
2018-06-01,6,5.8,7.1,12.8,561.0,16.42,25.12
2018-06-02,6,9.9,17.0,20.5,561.0,25.12,19.46
2018-06-03,6,1.3,17.0,19.7,561.0,19.46,21.8
2018-06-04,6,2.7,13.9,21.0,561.0,21.8,17.49
2018-06-05,6,3.3,7.3,24.3,561.0,17.49,17.75
2018-06-06,6,4.6,10.6,28.9,561.0,17.75,21.7
2018-06-07,6,7.2,15.1,34.8,561.0,21.7,40.3
2018-06-08,6,5.3,17.1,34.3,561.0,40.3,33.91
2018-06-09,6,10.4,22.9,34.8,561.0,33.91,26.48
2018-06-10,6,2.9,18.6,36.4,561.0,26.48,22.33
2018-06-11,6,2.2,15.5,35.9,561.0,22.33,17.62
2018-06-12,6,0.1,5.2,32.7,561.0,17.62,13.42
2018-06-13,6,0.0,2.3,28.1,561.0,13.42,10.83
2018-06-14,6,0.2,0.3,21.1,561.0,10.83,9.62
2018-06-15,6,0.3,0.5,16.1,561.0,9.62,9.79
2018-06-16,6,0.5,1.0,6.2,561.0,9.79,25.06
2018-06-17,6,2.2,3.0,5.5,561.0,25.06,40.69
2018-06-18,6,25.1,27.8,28.4,561.0,40.69,38.99
2018-06-19,6,3.8,31.1,32.1,561.0,38.99,34.48
2018-06-20,6,3.5,32.4,35.6,561.0,34.48,43.77
2018-06-21,6,13.4,20.7,48.8,561.0,43.77,46.32
2018-06-22,6,12.1,29.0,60.6,561.0,46.32,60.38
2018-06-23,6,5.7,31.2,65.8,561.0,60.38,58.43
2018-06-24,6,5.9,23.7,69.5,561.0,58.43,58.43
2018-06-25,6,6.8,18.4,51.2,561.0,58.43,53.7
